RF,GB,BB,LR,bgm,y
0.0039927601737371095,0.006320037538286603,0.0,0.0015894106059892942,0.002405123769534464,0
0.0039927601737371095,0.008716847053573819,0.0,0.0032497759387667986,0.0022399696170102134,0
0.9900038045697949,0.9816799893785672,0.975,0.9770079426109158,0.9867798905492475,1
0.9764166666666665,0.9819418841158055,0.99,0.8944206856134671,0.9653234765918606,1
0.9687810678548364,0.9924238100374365,0.985,0.9711357975496832,0.99649003918115,1
0.008589632888922939,0.01769093361613721,0.025,0.04401868690726207,0.04083171782086127,0
0.9434030836777461,0.8346921859024992,0.8538098694185935,0.641688069381665,0.8198299206790205,1
0.0039927601737371095,0.006114223701794043,0.0,0.0025616838703733124,0.0035301515305807864,0
0.44345011102847925,0.402616534900805,0.505,0.8110402903618162,0.8557708492289857,0
1.0,0.9906847623892219,0.995,0.8985843978588847,0.9946896763841135,1
0.0175,0.05568236890309287,0.035,0.08145907304326196,0.0198126785535592,0
0.0,0.011914226309254008,0.0,0.012767244607125404,0.0027950372634942926,0
0.9990000000000001,0.9504151979830995,0.9091053483003393,0.9115621251265636,0.9608075032073133,1
0.005746619383232404,0.010528538163256777,0.01,0.007261040850647823,0.008422692543583722,0
0.9983333333333333,0.9649757765755037,0.985,0.8507852075811168,0.9652337969577833,1
0.784095211342964,0.8384100990789821,0.665,0.3346952067188923,0.4785530204796912,1
0.0667578047521324,0.02131894264889122,0.1,0.07308325129868813,0.05776666079614504,0
0.5936133434908618,0.3296853498605656,0.2531206615123167,0.5741454095494539,0.4915604246282638,0
0.6560372692045875,0.7726483248638326,0.800569922489959,0.7142368603727631,0.6816133999906285,1
0.8827659637468286,0.7258766206399048,0.825,0.7020232495386461,0.7651954631072859,1
0.0268305005534702,0.10321510604098534,0.035584259864835405,0.07193382537759992,0.0941408692345379,0
0.0025,0.02093152934333096,0.0,0.018120367839706095,0.0033551364445409118,0
0.866916444861128,0.8497818025625934,0.875,0.5695776329069927,0.6025965783501147,1
0.269940488974658,0.11639557521343383,0.32,0.26148136962753227,0.13372568200442023,0
0.6573827162752337,0.5581562329611343,0.5396330138707198,0.47546204854152324,0.6668600593811476,0
0.1652896265594565,0.04451577218662375,0.2275,0.07967701495318585,0.06436102833801306,0
0.36118345638355165,0.2215048159353115,0.295,0.34889453340612697,0.3466155472005115,0
0.6592040777809798,0.9020111543721866,0.805,0.8125767845719905,0.9202774217412986,1
0.008911701136634696,0.010159636400523673,0.005,0.008771713389088302,0.010426783436189378,0
0.8370478265372446,0.9336297126074923,0.925,0.9192293392944392,0.94996980092497,1
0.28032402452845945,0.1722083494628315,0.24,0.2088762028388967,0.08073030048229766,0
0.0,0.010081366313185179,0.0,0.011297588907132325,0.0034897735051694005,0
0.846329034201637,0.8111308041600542,0.7192204048484521,0.9004351734111504,0.850266071086113,1
0.035424008252054516,0.0335944124959775,0.023125,0.029016825429949093,0.011609430582708044,0
0.984603679029868,0.9882908859897873,0.99,0.9810891833183324,0.9959844932160614,1
0.08317273697420237,0.09122593828751452,0.14666666666666667,0.12808541963036885,0.3784253268232948,0
0.9584121156453312,0.911482907006031,0.8963435595918848,0.9258244988388183,0.9613439645982536,1
0.6693081622655435,0.6774461773124463,0.883026895905616,0.5639138707569867,0.8518562013641949,1
0.0039927601737371095,0.006730646316239218,0.0,0.002381224907519269,0.002722404015813606,0
0.005605022623381331,0.024508461683999755,0.005,0.04567854739314396,0.04133833464727674,0
0.005773744157192622,0.019330875600968415,0.0,0.017739355022103047,0.02250292870952789,0
0.07759602226241673,0.09510809918786273,0.2,0.43838974922236046,0.13902477836517127,0
0.3606852703537809,0.17520716342803305,0.357356411398799,0.5972048288633907,0.7449289443665346,0
0.725621972524515,0.9612003181236425,0.92,0.8932917017546229,0.9774450523273923,1
0.9803283151472955,0.9966370652470771,0.985,0.9947573978404303,0.9980497063161579,1
0.6573827162752337,0.5581562329611343,0.5396330138707198,0.47546204854152324,0.6668600593811476,0
0.005773744157192622,0.020670718241904387,0.01,0.018394149854475544,0.02104644706047181,0
0.004541074555470912,0.012297999407382689,0.02,0.011732702911101468,0.012711019752316411,0
0.9571986814999492,0.9936638034847534,0.975,0.9857261371697479,0.9817768644801652,1
0.9089499592749489,0.9351274365391232,0.91,0.9022526122296389,0.9686663931154289,1
0.4183199380364679,0.14060716167608664,0.11345588235294118,0.24563095933614618,0.2889480836992864,0
0.17138604174135208,0.04612875434083345,0.17,0.14090077435215903,0.12432659175594014,0
0.0039927601737371095,0.008529191668879825,0.0,0.002832440728308403,0.005376871192675284,0
0.028935388660800667,0.032175173751102515,0.065,0.042062078396842735,0.013198103065135048,0
0.6634331542806025,0.9092211969699334,0.9055787324693769,0.8403817466063065,0.9129040248502703,1
0.961462072203994,0.992856934598183,0.975,0.9945428601687765,0.9971652745097037,1
0.032748349768112146,0.03918764098822022,0.07,0.03707499092279205,0.055774298439426793,0
0.9817857142857143,0.961872925184606,1.0,0.980666256193777,0.9923770553803588,1
0.9085789281548159,0.8456193437463146,0.89,0.7081943363282076,0.9287986138874944,1
0.20920812546194065,0.08559668930590514,0.145,0.1418273750945255,0.04414144951096325,0
0.1289841572981058,0.19245656219633855,0.20106187029530978,0.3143593599420419,0.36481641255361763,0
0.702261583425241,0.8477070688319133,0.8210354014747995,0.8337688073541709,0.842081173131822,1
0.9163082782231957,0.9360681063795567,0.9077241379310346,0.85103076340933,0.9807081517857836,1
0.919931182815189,0.889410678140478,0.915,0.8306792531306809,0.7780039215292024,1
0.005773744157192622,0.02568156961519535,0.005,0.04456074473467158,0.023403687200060534,0
0.6573827162752337,0.5581562329611343,0.5396330138707198,0.47546204854152324,0.6668600593811476,1
0.0013244734151897375,0.01569674775713735,0.0,0.018022407914451276,0.014227804367856476,0
0.7065036811187612,0.878546726113286,0.7532712697456997,0.7656174810367385,0.9020873336092242,1
0.8905,0.9141882279549403,0.8355978835978836,0.7892882758227183,0.8694448397654635,1
0.1869400780236781,0.12525092419876813,0.158025641025641,0.18024523300681689,0.18974223613899485,0
0.8229872713199391,0.7738576896308914,0.881626758454868,0.61280000136438,0.7046241738569495,1
0.8745570846775004,0.6940606395434904,0.885,0.6711685929154839,0.9387753558749231,1
0.6444168379254036,0.44387166441303233,0.4184344036622395,0.7333204410247554,0.6526993746088061,0
0.0039927601737371095,0.007382176920864439,0.0,0.004703420784540602,0.0035350794471740014,0
0.3599859181703698,0.38444536290935594,0.40279527559055117,0.7824054038322308,0.7384845253979401,0
1.0,0.9704509665473212,0.995,0.9535657115950273,0.9858175075225293,1
0.06322701910511651,0.02004610870525656,0.09,0.012828135631999481,0.04905137640040726,0
0.6493689617323334,0.6343262348609855,0.7995065414415343,0.45403239916546184,0.5344367929419814,1
0.9891666666666667,0.9849969614484486,1.0,0.9688593991242735,0.997303956923652,1
0.0,0.008498973858867836,0.0,0.004145217219814263,0.0027153257023461016,0
0.9711985376974972,0.9877644166598929,0.99,0.9646206045084341,0.9898713123576592,1
0.004459282771432864,0.01153042896860561,0.005,0.01115129087803883,0.006016468305040498,0
0.005773744157192622,0.022495790909787507,0.005,0.012206848410903788,0.034980763738079096,0
0.9614591874613185,0.8816073304812344,0.9873949579831932,0.8761447479948652,0.937035104569095,1
0.48777442935354215,0.7739368635305895,0.7478571428571428,0.8164697049728182,0.7290125080183164,1
0.7025433408063738,0.6807236731419868,0.865,0.8205898607596733,0.9043837345514575,1
0.005833333333333333,0.022553882187443138,0.02,0.018978782685011165,0.010378969278233284,0
0.07949999999999999,0.019351841386597023,0.035,0.07622694053642488,0.02191716278882167,0
0.02360722565243331,0.16890345360709524,0.10349137143698366,0.12254920306700946,0.24917059928992757,0
